"name","sex","dob","start","cyst","dod","stop","mom","dis"
"Adelalew","M",0,8.28736025553274,NA,NA,8.85968514715948,"",0
"Aiwa","F",0,4.45163130276067,NA,NA,12.145106091718,"",0
"Alexandra","F",0,4.80766598220397,NA,NA,11.5730093543235,"",0
"Alice","F",0,23.4032626055213,23.3676705452886,23.9835728952772,23.9835728952772,"",0
"Amelia","F",0,4,NA,NA,5.87816563997262,"Aiwa",0
"Ani","F",0,4.33413187314625,NA,NA,14.2040839607575,"",0
"Ant","F",0,4,NA,NA,7.02532511978097,"Ani",0
"Apie","F",0,4,6.88569472963724,7.27720739219713,7.27720739219713,"Ani",0
"Apple","F",0,17.9603011635866,17.9603011635866,18.9869952087611,18.9869952087611,"",0
"Arlene","F",0,21.8261464750171,NA,23.9834588181611,23.9834588181611,"",0
"Autumn","F",0,4,NA,NA,5.28964179785535,"Ani",0
"Avatar","F",0,4,NA,NA,4.25199634953228,"Aiwa",0
"Avon","M",0,8.25450604608715,NA,NA,12.1341546885695,"",0
"Babe","F",0,4.16712297513119,NA,6.4558521560575,6.4558521560575,"",0
"Baggins","M",0,4,NA,NA,7.29374857403605,"Tea",0
"Barbara","F",0,7.17043121149897,NA,NA,17.0677618069815,"",0
"Beatrice","F",0,7.68514715947981,14.3984713666439,16.2355692448095,16.2355692448095,"Bryonny",0
"Bee","F",0,5.4180926306183,NA,NA,13.1225188227242,"unknown",0
"Benzine","M",0,10.5161989504905,NA,NA,11.8494182067077,"",1
"Betty","F",0,17.4456992927219,NA,21.9849418206708,21.9849418206708,"",0
"Beverly","F",0,5.33048140543007,NA,NA,11.0280629705681,"Barbara",0
"Bianca","F",0,4,NA,NA,5.36082591832078,"Buna",0
"Biera","F",0,4,NA,NA,5.70579511749943,"Barbara",0
"Bimbi","F",0,4,NA,NA,8.63803331051791,"Bryonny",0
"Birtha","F",0,14.6421400866986,18.3052703627652,21.9849418206708,21.9849418206708,"",0
"Bitsy","F",0,4,NA,4.87873602555327,4.87873602555327,"Beatrice",0
"Blarney","F",0,4,NA,6.19564225416381,6.19564225416381,"Bee",0
"Blomkvist","M",0,4,NA,NA,5.07871321013005,"Gypsy",0
"Bombolino","F",0,4.58042436687201,NA,NA,8.70362765229295,"Betty",0
"Boo","F",0,4.61875427789186,6.48870636550308,6.77891854893908,6.77891854893908,"",0
"Bossy","F",0,4,NA,NA,5.2513118868355,"Brindle",0
"Botox","F",0,4.22450376454483,NA,NA,6.50228154232261,"Brenda",0
"Boytjie","M",0,4,NA,NA,8.08761122518823,"Glenda",0
"Brenda","F",0,10.9048596851472,NA,NA,15.9890485968515,"",0
"Brindle","F",0,4,NA,NA,10.0670773442847,"Bryonny",0
"Bronte","F",0,4.65149441022131,NA,NA,9.11978097193703,"Birtha",0
"Bryonny","F",0,17.1006160164271,NA,24.9828884325804,24.9828884325804,"",0
"Bubba","M",0,9.80150581793292,9.65925165411818,NA,12.6325576089436,"",1
"Buffy","F",0,4,NA,NA,7.31017567875884,"Barbara",0
"Bumblebee","M",0,8.85432352270135,NA,NA,14.6859456992927,"",0
"Buna","F",0,7.17043121149897,NA,NA,17.0677618069815,"",0
"Byork","F",0,4,NA,NA,5.44569929272188,"Beatrice",0
"Cake","F",0,4.61875427789186,NA,8.9719370294319,8.9719370294319,"",0
"Cali","F",0,17.4758156513803,17.4402235911476,24.9801505817933,24.9801505817933,"",0
"Capricorn","F",0,4,NA,NA,10.0670773442847,"Cali",0
"Carmen","F",0,8.92265571526352,NA,NA,18.8199863107461,"Cali",0
"Cassie","F",0,4.60232717316906,NA,NA,13.3088067533653,"",0
"Cee","F",0,4.94182067077344,9.96303901437372,11.0335386721424,11.0335386721424,"",0
"Celia","F",0,6.8993839835729,NA,7.51254848277436,7.51254848277436,"",0
"Ceylon","F",0,4,NA,NA,10.5298882044262,"Corona",0
"Chihuahua","F",0,4.26557152635181,NA,6.38193018480493,6.38193018480493,"Contico",0
"Chuxi","F",0,4,NA,NA,9.4128450832763,"",0
"Claudia","F",0,24.8487337440109,NA,26.9814054300707,26.9814054300707,"",0
"Clover","F",0,4,NA,NA,6.84462696783025,"Cassie",0
"Clymax","M",0,4,NA,NA,5.82067077344285,"Carmen",0
"Coco","F",0,4.61864020077572,NA,NA,11.854893908282,"Carmen",0
"Colleen","F",0,16.7037417294091,NA,21.9575633127995,21.9575633127995,"",0
"Contico","F",0,15.5757472051107,NA,18.9869952087611,18.9869952087611,"",0
"Coo","F",0,4.61886835500799,8.70362765229295,10.4285877253023,10.4285877253023,"Corona",0
"Corona","F",0,11.4196897102441,NA,NA,21.3170203057267,"",0
"Cuervo","M",0,4,NA,NA,5.23762263289984,"Corona",0
"Cynthia","F",0,4,NA,NA,5.9192334017796,"Cali",0
"Daisy","F",0,4,NA,NA,6.18765685603468,"Dawn",0
"Dale","M",0,4,NA,NA,6.64487793748574,"Dessie",0
"Dante","M",0,4,NA,NA,4.01642710472279,"Bronte",0
"Dawn","F",0,4,NA,8.6679215149441,8.6679215149441,"",0
"Debra","F",0,8.70647958019621,15.7564453570614,NA,18.6530914898471,"",0
"Decepticon","M",0,7.85500798539813,NA,NA,8.22450376454483,"",0
"Degu","M",0,8.28462240474561,NA,8.32021446497833,8.32021446497833,"",0
"Delia","F",0,4.90896646132786,8.78850102669404,NA,14.8555783709788,"Dotty",0
"Demon","M",0,8.29557380789414,NA,NA,9.04312114989733,"",0
"Dessie","F",0,4,NA,NA,12.911704312115,"Debra",0
"Devil","M",0,9.45642254163815,NA,NA,16.9801505817933,"",0
"Diana","F",0,4,NA,NA,8.58875199634953,"Delia",0
"Diego","M",0,8.9719370294319,NA,NA,11.791923340178,"",0
"Dikos","M",0,7.29101072324892,NA,NA,11.6413415468857,"",0
"Dill","M",0,4,NA,NA,5.15822496007301,"Debra",0
"Dixy","F",0,4,NA,NA,6.94592744695414,"Debra",0
"Django","M",0,9.98756559434178,NA,NA,11.5399269906457,"",0
"Djembe","M",0,4,NA,NA,4.93908281998631,"Lorna",0
"Djibouti","M",0,8.99383983572895,NA,NA,16.6049509468401,"",1
"Dolly","F",0,4,NA,NA,6.31086014145562,"Delia",0
"Domino","M",0,4,NA,NA,7.0362765229295,"Moo",0
"Don Juan","M",0,4,NA,NA,9.28142824549395,"Dotty",0
"Doodah","M",0,4,NA,NA,4.27116130504221,"Zipadee",0
"Doppler","M",0,4,NA,NA,4.2273556924481,"Delia",0
"Dotty","F",0,20.6544604152407,NA,23.9835728952772,23.9835728952772,"",0
"Dubai","M",0,9.49486652977413,NA,NA,14.1548026465891,"",0
"Dude","M",0,4,NA,5.34987451517226,5.41832078485056,"Zipadee",0
"Dumbass","M",0,9.89733059548255,NA,NA,13.4182067077344,"",0
"Elias","M",0,4,NA,NA,8.55315993611682,"Trudy",0
"Elrond","M",0,8.29568788501027,NA,NA,8.6652977412731,"",1
"Erckel","M",0,8.29568788501027,NA,NA,9.46760209901894,"",0
"Eric","M",0,4,NA,NA,5.94387405886379,"Cee",0
"Ernie","M",0,12.9965776865161,12.9965776865161,NA,14.4477526808122,"",0
"Eros","M",0,8.98288843258042,NA,NA,9.12251882272416,"",1
"Fabio","M",0,8.29568788501027,NA,NA,9.72496007300935,"",0
"Fantine","F",0,11.4881359799224,NA,NA,15.9890485968515,"",0
"Farrah","F",0,14.4860825918321,NA,NA,18.9869952087611,"",0
"Faye","F",0,11.4881359799224,NA,NA,15.9890485968515,"#N/A",0
"Fema","F",0,5.18822724161533,NA,NA,5.58236367784622,"Fantine",0
"Fidget","F",0,4.73100616016427,NA,NA,6.08350444900753,"Fifa",0
"Fifa","F",0,17.9958932238193,20.8624229979466,NA,21.9849418206708,"",0
"Flip","M",0,9.8563769107917,NA,NA,10.1026694045175,"",0
"Flo","F",0,22.3546657540497,NA,23.9835728952772,23.9835728952772,"",0
"Flying Dutchman","M",0,4,NA,NA,4.03559206023272,"Nardos",0
"Francisco","M",0,8.99383983572895,NA,NA,13.634610997034,"",0
"Fred","M",0,8.1533196440794,NA,NA,9.23203285420944,"",0
"Fuji","M",0,8.29295003422314,NA,NA,10.5132329454711,"",1
"Gabon","M",0,10.4942961441935,12.577800593201,NA,14.0561259411362,"",1
"Gaia","F",0,4,NA,NA,8.17259867670545,"Greta",0
"Gap","M",0,10.8966461327858,NA,NA,12.6405430070728,"",0
"Garth","M",0,9.49498060689026,NA,NA,10.0670773442847,"",0
"Gashaw","M",0,8.28188455395848,NA,NA,10.9103353867214,"",0
"Gavin","M",0,4,NA,NA,5.25678758840977,"Grace",0
"George","M",0,8.99110198494182,NA,NA,9.34439881359799,"",1
"Ghost","F",0,4,7.43600273785079,NA,8.17259867670545,"Gypsy",0
"Ginger","F",0,14.4258498745152,15.6605065023956,18.9869952087611,18.9869952087611,"",0
"Gladys","F",0,9.62092174309833,NA,NA,19.5675336527493,"",0
"Glenda","F",0,4.61886835500799,NA,NA,13.426534337212,"Gladys",0
"Gob","M",0,4,NA,NA,5.6866301619895,"Tiny",0
"Gohnete","M",0,7.79192334017796,NA,NA,15.2335158567191,"",0
"Gonzo","M",0,4,NA,NA,4.73362993383527,"Meena",0
"Gordo","M",0,8.34485512206252,NA,NA,8.3777093315081,"",0
"Grace","F",0,7.30196212639744,10.8473648186174,13.4292721879991,13.5359342915811,"",0
"Greta","F",0,20.6791010723249,20.6435090120922,23.9835728952772,23.9835728952772,"",0
"Grub","M",0,4,NA,NA,6.14373716632443,"Gladys",0
"Gypsy","F",0,4.90622861054073,NA,14.2614647501711,14.2614647501711,"",0
"Hadar","F",0,15.2962582705909,NA,18.9869952087611,18.9869952087611,"",0
"Happy","F",0,4,2.99247091033539,4.99110198494182,4.99110198494182,"Hadar",0
"Harriet","F",0,12.1505817932923,13.0650239561944,NA,18.9869952087611,"",0
"Hate","F",0,4,NA,NA,6.07802874743327,"Harriet",0
"Haunt","F",0,4,NA,NA,6.92128678986995,"Hester",0
"Heksie","F",0,14.3352726443076,NA,NA,18.9869952087611,"",0
"Helen","F",0,12.1532055669633,14.0068446269678,15.9890485968515,15.9890485968515,"",0
"Hershey","F",0,12.2983116586813,NA,NA,18.9869952087611,"Hadar or Hester",0
"Hester","F",0,12.1668948208989,NA,NA,18.9869952087611,"",0
"Hewhoshallnotbenamed","M",0,4,NA,NA,5.21571982660278,"Glenda",0
"Hhh","M",0,6.48596851471595,NA,NA,6.69142140086699,"",0
"Hickory","F",0,12.2983116586813,NA,NA,18.9869952087611,"",0
"Hillary","F",0,22.7598676705453,22.5134610997034,23.9835728952772,23.9835728952772,"",0
"Himanot","F",0,4.61886835500799,NA,10.2039698836413,10.2039698836413,"",0
"Hippie","F",0,5.02943189596167,NA,NA,8.59970339949806,"Harriet",0
"Hon","F",0,12.2983116586813,14.0670773442847,NA,18.9869952087611,"",0
"Hoover","M",0,7.67681953000228,NA,NA,12.3859228838695,"",1
"Hope","F",0,11.1100844170659,12.9308692676249,15.9890485968515,15.9890485968515,"",0
"Horatio","M",0,4,NA,NA,4.49018936801278,"Tess",0
"Houdini","M",0,8.22712753821583,NA,NA,10.592630618298,"",1
"Hupu","F",0,4,NA,NA,9.40736938170203,"Hadar",0
"Huxley","M",0,7.4988592288387,NA,9.43178188455396,9.43178188455396,"",0
"Igor","M",0,8.38329911019849,NA,NA,9.97125256673511,"",0
"Imposter","M",0,4.9555099247091,NA,NA,9.89733059548255,"",0
"Isaac","M",0,4,NA,NA,5.46486424823181,"Coco",0
"Itchy","M",0,9.90280629705681,NA,NA,11.4387405886379,"",1
"Jack Sparrow","M",0,4,NA,NA,4.19723933378964,"Nadia",0
"Jason Bourne","M",0,4.16427104722793,NA,NA,7.98357289527721,"",0
"Jinka","F",0,6.94592744695414,NA,NA,14.6530914898471,"",0
"JLO","F",0,18.1764772986539,18.9869952087611,20.1778462240475,20.1778462240475,"",0
"Johnny Depp","M",0,8.97467488021903,NA,NA,13.9247091033539,"",0
"Joker","M",0,4,NA,NA,6.09993155373032,"Jinka",0
"Jools","F",0,4.78028747433265,NA,NA,12.4874515172256,"",0
"Jubilee","F",0,13.3963039014374,NA,NA,13.5333105179101,"",0
"Jude","M",0,6.47775496235455,NA,NA,7.64966917636322,"Jubilee",0
"Julian","M",0,6.47775496235455,NA,NA,6.61476157882729,"Jubilee",0
"Kaleidescope","F",0,4,NA,NA,4.33960757472051,"Kima",0
"Kara","F",0,18.2421857175451,NA,19.9260780287474,19.9260780287474,"",0
"Keegle","F",0,8.09297284964636,NA,NA,14.8199863107461,"",0
"Ketchup","M",0,8.30378736025553,NA,NA,8.68708647045403,"",1
"Killer","M",0,4,NA,NA,8.76671229751312,"Kima",0
"Kima","F",0,17.8480492813142,NA,21.9849418206708,21.9849418206708,"",0
"Kinky","F",0,5.36059776408852,7.35101528633356,7.53718913985854,7.53718913985854,"Kara",0
"Knuckles","M",0,10.8666438512434,10.9514031485284,NA,15.3429158110883,"",1
"Korada","M",0,8.99383983572895,NA,12.437942048825,12.437942048825,"",0
"Kylie","F",0,4,NA,NA,8.79397672826831,"Keegle",0
"Lada","F",0,10.9486652977413,15.5536162445813,15.9890485968515,15.9890485968515,"",0
"Lamu","F",0,14.8447410449464,NA,18.8583162217659,18.8583162217659,"",0
"Leatherface","M",0,8.24629249372576,NA,NA,10.2805156285649,"",0
"Leba","M",0,8.2958019621264,NA,NA,13.6399726214921,"",1
"Lee","F",0,4,NA,NA,9.73864932694501,"Lada",0
"Lefty","F",0,23.0636550308008,22.92128678987,23.9835728952772,23.9835728952772,"",0
"Lennon","M",0,8.29557380789414,NA,NA,10.0533880903491,"",0
"Lima","F",0,6.49429614419347,6.35192790326261,7.41421400866986,7.41421400866986,"",0
"Linzy","F",0,4,NA,NA,7.16769336071184,"Lolita",0
"Lippy","F",0,19.5319415925165,NA,23.9835728952772,23.9835728952772,"",0
"Lisa","F",0,12.2736710015971,NA,NA,18.9869952087611,"",0
"Little","F",0,4,NA,NA,8.12867898699521,"Lorna",0
"Lolita","F",0,10.3626511521789,NA,NA,17.0759753593429,"",0
"Loo","F",0,4.40805384439881,NA,NA,10.3245493953913,"Lorna or Lamu",0
"Lorna","F",0,12.0465434633812,NA,NA,18.9869952087611,"",0
"Luigi","M",0,14.9952087611225,NA,NA,15.1101984941821,"",1
"Luna","F",0,4,NA,NA,7.16769336071184,"Lisa",0
"Mabel","F",0,12.4272187999087,NA,15.9890485968515,15.9890485968515,"",0
"Madeline","F",0,4,NA,NA,10.2342003194159,"Mary",0
"Maitai","F",0,4,NA,NA,5.18834131873146,"Meena",0
"Malawi","M",0,10.5791695185946,NA,NA,10.8993839835729,"",1
"Mambo","F",0,4,NA,NA,5.22393337896418,"Midge",0
"Mary","F",0,8.38888888888889,8.35329682865617,NA,18.3355007985398,"",0
"Matt","M",0,10.0971937029432,NA,NA,12.7721879990874,"",1
"Maude","F",0,23.6414556240018,23.6058635637691,23.9835728952772,23.9835728952772,"",0
"Maxine","F",0,13.2677389915583,NA,15.9890485968515,15.9863107460643,"",0
"Maze","F",0,4,NA,NA,11.0280629705681,"Monica",0
"Meena","F",0,8.03559206023272,NA,NA,17.9822039698836,"",0
"Mhetik","M",0,8.98551220625143,NA,NA,13.7440109514031,"",0
"Miagi","M",0,4,NA,NA,5.25678758840977,"Muppet",0
"Midge","F",0,4.32032854209446,NA,NA,13.1416837782341,"Mary",0
"Mimi","F",0,7.34850558977869,NA,NA,17.2951174994296,"",0
"Moby Dick","M",0,8.98562628336756,10.2149212867899,NA,14.0396988364134,"",0
"Moira","F",0,4,NA,NA,8.45733515856719,"Monica",0
"Mojo","M",0,4,NA,NA,6.8911704312115,"Mary",0
"Mola","M",0,10.4942961441935,NA,NA,12.7611225188227,"",1
"Monica","F",0,12.6079169518595,NA,NA,22.5545288615104,"",0
